,branch-load-misses_mean,branch-load-misses_std,branch-load-misses_max,branch-load-misses_med,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_med,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_med,branches_mean,branches_std,branches_max,branches_med,bus-cycles_mean,bus-cycles_std,bus-cycles_max,bus-cycles_med,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_med,cache-references_mean,cache-references_std,cache-references_max,cache-references_med,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_med,dTLB-load-misses_mean,dTLB-load-misses_std,dTLB-load-misses_max,dTLB-load-misses_med,dTLB-loads_mean,dTLB-loads_std,dTLB-loads_max,dTLB-loads_med,dTLB-store-misses_mean,dTLB-store-misses_std,dTLB-store-misses_max,dTLB-store-misses_med,dTLB-stores_mean,dTLB-stores_std,dTLB-stores_max,dTLB-stores_med,instructions_mean,instructions_std,instructions_max,instructions_med,iTLB-load-misses_mean,iTLB-load-misses_std,iTLB-load-misses_max,iTLB-load-misses_med,iTLB-loads_mean,iTLB-loads_std,iTLB-loads_max,iTLB-loads_med,L1-dcache-load-misses_mean,L1-dcache-load-misses_std,L1-dcache-load-misses_max,L1-dcache-load-misses_med,L1-dcache-loads_mean,L1-dcache-loads_std,L1-dcache-loads_max,L1-dcache-loads_med,L1-dcache-stores_mean,L1-dcache-stores_std,L1-dcache-stores_max,L1-dcache-stores_med,L1-icache-load-misses_mean,L1-icache-load-misses_std,L1-icache-load-misses_max,L1-icache-load-misses_med,LLC-load-misses_mean,LLC-load-misses_std,LLC-load-misses_max,LLC-load-misses_med,LLC-loads_mean,LLC-loads_std,LLC-loads_max,LLC-loads_med,LLC-store-misses_mean,LLC-store-misses_std,LLC-store-misses_max,LLC-store-misses_med,LLC-store_mean,LLC-store_std,LLC-store_max,LLC-store_med,node-loads_mean,node-loads_std,node-loads_max,node-loads_med,node-stores_mean,node-stores_std,node-stores_max,node-stores_med
instructions_med,0.4705441790414095,0.20723786147436862,0.31710976388697143,0.47718999252818367,0.878914543834928,0.5559309398902598,0.6025601041070706,0.8984518243238,0.4705437467295993,0.20723845818525857,0.3171036138599283,0.477195159665852,0.8823208379692759,0.5574296316858838,0.5704584551268257,0.9047832341417275,0.7925496670849392,-0.06573585220368637,0.4909467334654647,0.8048806998897321,0.5321952934737426,0.44318029233768186,0.4187286424909615,0.4978079679465249,0.4991034890647129,0.4298253330520865,0.45253161079241927,0.4770367160735144,0.813139503671777,0.1440048641556587,0.4472730649899329,0.8289361473822248,0.23815633205655612,0.2483790372201885,0.28333124793430514,0.21697182618508157,0.9207482917924712,0.5692711096300179,0.6705913202903193,0.9376691818522569,0.3171556221247377,0.3125853055460133,0.27074503783707526,0.2915204947648975,0.7582798562075914,0.46957248149500486,0.539272184365503,0.7683413718449287,0.9738816784837783,0.557952101811978,0.5758128339974745,,0.2516505852956652,0.2649991163752296,0.2672769179413207,0.21702900453324897,0.5060767763327126,0.45027901449068286,0.46145824371052335,0.4570646854736077,0.4547447783865968,0.3337238963488102,0.28836427242248963,0.4494633399887824,0.9194262125647675,0.5662832973876264,0.6633293518217953,0.9339213670154648,0.7553448615519059,0.461980281621827,0.5309405601530116,0.7713119883468713,0.4758635796475859,0.432799040644426,0.45871527452054073,0.4276532868462703,0.5007645498594298,0.31636093592788256,0.2448008939685894,0.49169915717899926,0.43342932709214776,0.3372140363491638,0.2987441476232663,0.41701625006101933,0.5163947692848563,0.4733777138857325,0.3827384516775526,0.47771459126915644,0.5403706691565597,0.4801776067965416,0.4272790636105457,0.5095480333850273,0.5116941540222485,0.288392305891249,0.2556493602581454,0.49656045030970575,0.506236161643309,0.44344418483892156,0.36345943922042323,0.4682506652955822
iTLB-load-misses_mean,0.16144480930349447,0.09091292320386195,0.19306598064829175,0.15404758768236607,0.18518004187733522,0.06665167302436706,0.13023557811615225,0.19179343930396078,0.16144493207051003,0.09091516558760497,0.19307876257916443,0.15404308823642038,0.1835015711924388,0.05839637088540222,0.09597225213814099,0.19139401510462492,0.43338896759020273,-0.02916980390967617,0.2936047594793378,0.4309956166375121,0.4215768233233646,0.3692483262161777,0.3419166606235689,0.39834400095542083,0.7620477325813823,0.5347273882816401,0.5241200430739857,0.7869798456575097,0.42669572913890547,0.09332530218597195,0.26841957776746656,0.4185232903757507,0.9915274633403134,0.8290027497715375,0.7936563715423384,0.9762408162868442,0.20975900622746457,0.1469735261966722,0.21873784932759127,0.20101127086955192,0.9259362625306294,0.7011787862131096,0.5664300108677166,0.9273116637107037,0.3236446238365353,0.15859286544978962,0.2460969378737248,0.3227349970925521,0.25211459121580976,0.14814756015738847,0.17777760088760974,0.2516505852956652,,0.7009339137880201,0.5696196281176216,0.9802248840364232,0.4667436425253124,0.33435312116513144,0.323423948125258,0.47606473162958235,0.827550699272493,0.4965217101617672,0.4913191540844463,0.8253984936306606,0.20874670563617612,0.147725789744931,0.21592617829096955,0.20076937287511293,0.32340486830969845,0.15944199905546796,0.24209153892198076,0.3218886674844475,0.7094630340109933,0.46924741441668294,0.5019436489960287,0.7427513801537905,0.39687476714469305,0.27833681414038347,0.2113505599472223,0.3738231133319615,0.8548030306713075,0.5836083681454615,0.4776287213237815,0.8692763055149165,0.39133518344819057,0.34310900740897926,0.2818782954126656,0.3554283022107144,0.5814080613822019,0.36241161889846113,0.3519336129821128,0.5854363621075055,0.39403588776355786,0.2669810881733336,0.22674852620504152,0.37352959635655403,0.3908169603155647,0.3258137879626778,0.2797756715477677,0.37238912927962414
iTLB-load-misses_std,0.1710352043224951,0.20260531227552425,0.28459580615431607,0.12271483671143149,0.21813921444332596,0.24112968988913,0.24138511692125084,0.22364433647109314,0.17103557836665584,0.20260814328395482,0.28460904411534005,0.12270644644434608,0.21739470620004064,0.23322641593248156,0.2084009571566971,0.22468893520968292,0.42172954926390327,0.1989726470085122,0.37154313510072606,0.42116970714866014,0.4568963900233407,0.44309239498133673,0.4755250793886524,0.46171022814537427,0.6348125061452208,0.6367805419221482,0.6086715349274844,0.6284904263505625,0.39954016565450284,0.29749417939804434,0.3555007550208793,0.3754313695897195,0.6560434805777778,0.8379193949516655,0.7808673317876215,0.6161772359314488,0.2191887424930923,0.2596260668745118,0.3106349517100403,0.19288137413003528,0.6579727400495337,0.6979331998246842,0.5366662153492429,0.6631906233800994,0.3070085605605076,0.3008779031514354,0.36197733137021354,0.28244058790309234,0.27625871138822017,0.3130019303366965,0.2915688973866548,0.26499911637522955,0.7009339137880201,,0.9181543019828561,0.6113262879305198,0.453728648176484,0.4357625040518377,0.40752746941672824,0.41633103714523156,0.6608282915903981,0.6442665291376617,0.5988066206335948,0.6576631542731227,0.2212465444742396,0.26152031187466745,0.30454149812614556,0.19542274624493908,0.31080479952128887,0.3036438927217828,0.3574713082064091,0.28601274981064106,0.6117539273352606,0.6111442021856875,0.6098397655705221,0.573905710180983,0.4455026986704945,0.33911471240636903,0.2943121749786441,0.44747240013122824,0.6710466595966945,0.6681093682562994,0.5666976329845985,0.6502875854237975,0.4114931650860826,0.38767475028321013,0.3881384585824504,0.4091172960857702,0.5237789229883482,0.40426624114261706,0.4284444280213666,0.555250328895652,0.44094172839263446,0.3214625732379378,0.3189399742346584,0.4541486889146051,0.40052240327210165,0.35831267072521555,0.39446785720848043,0.4270342549180163
iTLB-load-misses_max,0.15294455959991501,0.2063759222252525,0.29215862050323105,0.10258060827853309,0.22322506354795038,0.2686368843028552,0.2690060167703352,0.22632334712498084,0.1529450905745967,0.20637834107301625,0.29215925420606176,0.102572515587029,0.22096510595985486,0.26318938561014754,0.2351455336036176,0.22589560021061492,0.3906171025790514,0.21008341483106935,0.3697204307290166,0.38434019334884173,0.4053864195923648,0.35608677899100916,0.4282578134406086,0.412361653843093,0.540071796119823,0.5239241127595855,0.5580817833211812,0.5284285675289221,0.3639548518221329,0.30678113940957413,0.3537582267523057,0.33884862670007243,0.518467290150809,0.6326549864514605,0.6713414489898681,0.471441693239981,0.22698994992456,0.2746507628327996,0.3182800563036179,0.1995250827584607,0.5347981112052304,0.5411601406882434,0.46612808434206154,0.5248183760043411,0.2881044200315763,0.29278694546134126,0.33996644408190374,0.26572473359151616,0.2787285567912179,0.3290984710053315,0.2991409655253663,0.2672769179413207,0.5696196281176217,0.9181543019828562,,0.4670220077129095,0.39803624482013633,0.37333429446790645,0.3734238671869876,0.37068795902097235,0.5607560084715979,0.5230010341299951,0.5456548735141117,0.547466277682679,0.2294068234383385,0.2764335428591518,0.312016840371427,0.20344376200065253,0.2918138130268925,0.2950837650940741,0.33605705958148696,0.26773971559982185,0.5161239983735377,0.5069089590550213,0.5593369011584319,0.47664613241274073,0.39292369283435913,0.263437996160394,0.24987119877150693,0.40257761712016,0.555137926204399,0.5502038691293102,0.5359347057525913,0.5282098474296529,0.3737651592973909,0.343350086082316,0.3668275924860385,0.37836329934156493,0.4559098887417335,0.3397572100492082,0.39628646176292154,0.48217160197289016,0.3901050080306383,0.24365093062632717,0.27355173953633727,0.4079793902387021,0.36485047732634746,0.31354730467920405,0.3757152673976818,0.39410929196940225
iTLB-load-misses_med,0.13382714085902714,0.05636774573618414,0.14649318914619153,0.13647171919416787,0.1546068593520755,0.018014965696466368,0.09187838336054364,0.16184407288684752,0.1338271864716205,0.056369386034832485,0.1465102314803098,0.1364677413029403,0.15347487351406844,0.011563649791612387,0.06273609638611863,0.16164131266933338,0.3757220650812647,-0.09082453398581268,0.22750961849174478,0.37377536678401413,0.3516088981610562,0.29942478558080504,0.25806754466539134,0.32159990817606,0.702371124302189,0.445782690631079,0.42794545833972136,0.7490844821068333,0.3757405137612349,0.021924184117831994,0.2061968899395882,0.37458482450044617,0.9800875950785255,0.7804705637896591,0.7217099405671527,0.9926820326623714,0.17751173054622818,0.09824682070630067,0.16551695585234585,0.1744393829856708,0.9004569784448041,0.6660832580763489,0.5275221079514713,0.9140494973389004,0.28406601707127593,0.10156945151651334,0.19159961799113914,0.2915135005963455,0.21287791992521954,0.0869839288951485,0.1284127882735743,0.21702900453324894,0.9802248840364232,0.6113262879305198,0.4670220077129096,,0.3960400664347457,0.244933852231281,0.2407052262449287,0.43380601014066145,0.7786778873377028,0.42801249980787354,0.41341103066633333,0.7906448059498175,0.1755420580566794,0.09844138392348575,0.16382081011320487,0.17367028285349131,0.28247363635331846,0.10155730986113436,0.18871049305340035,0.28905251261860015,0.6416638901131435,0.3686283634217918,0.3952754729243687,0.7121833204483828,0.3270699731256562,0.22518941172343837,0.15944506883118323,0.29858120479750444,0.8053028177425652,0.5069987523095134,0.3994253112280209,0.8430523685910117,0.32665563049400853,0.2826207734876453,0.21431936053353423,0.2812356546289915,0.5201808934717977,0.30597875743813696,0.2843267327010617,0.5173041646242428,0.3248891088123359,0.2176428665374975,0.1696454090150762,0.2962545221583805,0.3302686190349826,0.2728665354818733,0.21288980810176583,0.29753259224533657
iTLB-loads_mean,0.39963084043319064,0.14663512413479582,0.2657265573580961,0.40086912911460776,0.3457578950711817,0.1520397092038701,0.19334317538142592,0.36530588169288125,0.399630542477252,0.1466367146324901,0.2657243730638817,0.40087080960247434,0.3414669693588442,0.15524058977703128,0.1582427753450511,0.36497777458502806,0.7206429676119575,0.07056424664263988,0.5588731328222567,0.7244202287333049,0.7811161404528281,0.6056334873940568,0.6291637235467881,0.7596906738548876,0.8719841163725616,0.7833222762487906,0.7702375377195783,0.8103428856524149,0.6992101688921645,0.27679995318718276,0.4746776899287477,0.7113491300766337,0.4262239254264658,0.4670739705321301,0.50002279197046,0.3751415629884784,0.4475661923114106,0.31227224319618085,0.3838817148747163,0.44255567005248125,0.5369499287527061,0.4859989244129956,0.38249220503220005,0.5029377841740472,0.5676499131909265,0.3226581845748774,0.3883695249773986,0.5750078605625583,0.48857356932167306,0.30312842708991633,0.30113095946278806,0.5060767763327126,0.4667436425253125,0.45372864817648395,0.39803624482013633,0.3960400664347457,,0.8737941637002713,0.8110069022435368,0.9237058927444363,0.6914184208262754,0.5118980349612383,0.4745521145743055,0.6619570933229018,0.4467148671110774,0.3170780878750878,0.3757411487876371,0.4437090607850753,0.5661076251975024,0.3272955612206226,0.38094741372820934,0.5738653343355068,0.9049663998659818,0.7941950256060415,0.7854730424318225,0.823948955099865,0.7167943795585492,0.4591841507761977,0.37700210790419314,0.6905674383752322,0.7666234405413817,0.6262870433963561,0.5052625343354631,0.7159017165246598,0.7399553536030427,0.6094562458341886,0.5360094593464381,0.7320098127832855,0.8314096643904809,0.623464146616818,0.6052526437723493,0.8336752390277911,0.7304114031211429,0.4267506199872774,0.4047852124889832,0.711881928524343,0.7254801416965334,0.56998521377261,0.5290948192429883,0.7249102784284255
iTLB-loads_std,0.40515636943937666,0.27335568350461914,0.341507045863834,0.3592253054510997,0.32688644143349416,0.24556667513336622,0.23516125428376403,0.33943399121418083,0.40515656350692325,0.27335776877684886,0.3415053876388984,0.3592232948840379,0.3232181197240984,0.24567583462944387,0.20007931708922033,0.339914233704977,0.6431626224280748,0.23076050696051578,0.5655957776774165,0.6511078555103088,0.674528305338656,0.6018238195637017,0.611670985657438,0.6690746848432396,0.7165350966734744,0.8259537811207761,0.7761874183609077,0.605677474884701,0.6232179682055723,0.38032603564552137,0.4912608586929107,0.6270011163379319,0.3039147390456645,0.44210709712077256,0.4625283389278532,0.240917451459926,0.4116887709633408,0.3598252789444239,0.39995710591821787,0.39676489447145896,0.41360101569007535,0.4407872898508868,0.3359351958171103,0.3843453339543578,0.49692024200411794,0.38600312841318113,0.4076279839229059,0.4818210217633773,0.4387889583034244,0.34873472923620413,0.30733533493872295,0.45027901449068286,0.33435312116513144,0.4357625040518377,0.3733342944679065,0.24493385223128097,0.8737941637002714,,0.951181655892592,0.6518509883994479,0.5640801642484237,0.5751500743789715,0.49171106243085,0.5148850426376536,0.41065985295681773,0.3631824667142259,0.3880150823570051,0.39898731515944225,0.49360669056888284,0.388544428223041,0.39640636897561266,0.4807001771679109,0.7633715790790017,0.8697495221650589,0.8126010778686462,0.5849407996854284,0.6206260950219571,0.453298383603378,0.37427164962129894,0.6013782682248267,0.6204133466112073,0.671901027170938,0.5276897623977475,0.5254151397248347,0.6423786077877678,0.5743347585419613,0.5124059201794161,0.6391854044110079,0.7028922916150407,0.6207986079007527,0.5796646913210967,0.703332016283865,0.6298751630803404,0.415346359952321,0.3999923140028187,0.6318662216332023,0.6282394475056029,0.5359514271798423,0.5048662784614452,0.6478819513074306
iTLB-loads_max,0.40594102242522134,0.2901497399412825,0.3659378830876438,0.3691976228584269,0.33814495630473024,0.2690373233034961,0.26200417298337664,0.3415895460844468,0.4059413438672504,0.2901518684435933,0.3659353441743448,0.3691955845363476,0.3324768924926106,0.26699362767863255,0.2234139603830322,0.34006547151800326,0.6471816050374418,0.23043388443049834,0.5756828210413435,0.6556333812895563,0.6511111904105393,0.5542253815604351,0.5856090440360291,0.6435509469427756,0.6773959679451229,0.7481579523406742,0.7503477975823962,0.5820610389340577,0.626249611856596,0.3843831795933761,0.5052424703095609,0.6305952889455132,0.2982606441313378,0.41572365685821344,0.46248271674648267,0.23879475865792482,0.43130845906023263,0.3821569259637015,0.4257414518235814,0.4147692967936798,0.4030105223975535,0.4170788863385948,0.33309064511935155,0.3750303540363113,0.5194853795359412,0.41482242509701667,0.4342264790243268,0.503966974808557,0.45363366189307763,0.37303930371473043,0.3273837106928564,0.4614582437105233,0.323423948125258,0.40752746941672824,0.3734238671869876,0.2407052262449287,0.8110069022435368,0.951181655892592,,0.61563469496599,0.5469294014365441,0.5352210068707437,0.4815404630463738,0.5003189984591155,0.4300490236295783,0.3826575589982922,0.41346434687024225,0.42029525932002837,0.5165253455547761,0.41524465610650885,0.42406828406727326,0.5012076380868181,0.7153244307508322,0.8019529907592332,0.7934956180909011,0.5584775307835307,0.6033238970650483,0.42549879402962687,0.368678174372261,0.5873264480960312,0.5889708526894555,0.6151437074366762,0.5169283052987785,0.5046324855747186,0.619885285565352,0.5469580021670047,0.4898673814739144,0.6163839213333274,0.6690303629100234,0.5766616695256397,0.5494155853289043,0.666951002543787,0.6140800065771757,0.3899675321599015,0.39453874441494013,0.6146661620064793,0.6074364417945917,0.505834000573753,0.482190419018336,0.6266394654127339
iTLB-loads_med,0.3032246640887907,0.04177384648494566,0.17880523290814793,0.345004860970645,0.2898445837676334,0.079043705475606,0.14212153006262726,0.3078580078004041,0.30322413962534184,0.04177528140909496,0.17880448721517356,0.34500700576464804,0.28635001543089883,0.08363099516172888,0.11158746279840623,0.30813203598778605,0.6482989677543589,-0.025219627210668203,0.4637090455502373,0.6549963101000762,0.7499254865970454,0.5249543130609209,0.5618803874506281,0.7235524353256727,0.8385394405805003,0.6230780064440683,0.6437655652573987,0.8419113764497992,0.6251642004614791,0.18917132188101526,0.39053898159400097,0.6478122249430326,0.435740926987583,0.43319755962408746,0.469576816525994,0.4044811034525941,0.3991157975026045,0.2558825175146357,0.33218816363647385,0.3978009218607542,0.543763704848116,0.46937792141856116,0.3813698077436256,0.5136532394838056,0.5290467592896305,0.27317489029675607,0.3529173858548845,0.5434298832364832,0.44164699475489394,0.2558931303131992,0.2695319272759493,0.4570646854736077,0.47606473162958235,0.41633103714523156,0.37068795902097235,0.43380601014066145,0.9237058927444364,0.6518509883994479,0.61563469496599,,0.6635047599474969,0.39095979463832214,0.39823426929865713,0.6633308410914857,0.39763953459494944,0.2604047316583231,0.328011972865563,0.3999141009244315,0.528149366409683,0.2784853395597203,0.34941020021939073,0.5410205820561247,0.8546786820027211,0.6117723586459154,0.6465131312047858,0.8818490417921516,0.6915670283872491,0.4098607143341431,0.3402413346411738,0.6655184747644094,0.7406341034757733,0.4935928997547253,0.41486943848975083,0.7440125496878491,0.7119567613715174,0.5593040279126236,0.4946554535438616,0.7021802091074657,0.7977889281400582,0.5362207109961931,0.5468217658031016,0.8045469125988317,0.7055442679135019,0.3847875132489749,0.3637647765346038,0.6763067944114943,0.6976338428188738,0.5212999286807228,0.4917205767769438,0.6839502113574861
L1-dcache-load-misses_mean,0.32916290902856443,0.18710256386972599,0.3065110917320854,0.3109096430421974,0.32849943171893653,0.18362455906673975,0.22664239165554875,0.33873942262564666,0.3291628928405694,0.1871052429113613,0.30651637014044053,0.3109099008619814,0.324309046722184,0.17430140270860145,0.17867163498000985,0.33756922314987536,0.6645108321071602,0.0600344567320497,0.4872594807960066,0.666240458145518,0.6900358109170046,0.5995021684553546,0.58650220455758,0.6579258092024013,0.9060229733101426,0.7272171875102447,0.7215538852702341,0.8965053159892272,0.6531029990290453,0.24693971916556817,0.431888936516198,0.6493806617003404,0.8163450968337667,0.7531595386059577,0.7516614765526036,0.7791508468260552,0.3935231055449887,0.29565544061787136,0.36386960861386713,0.38003509908451766,0.8489527134358253,0.7031017074786251,0.5802726351886375,0.8298333691815252,0.5386455238456992,0.3185456365495833,0.3909274209668505,0.536053111242374,0.45700785817239514,0.3328822726135416,0.3166600739297485,0.4547447783865968,0.827550699272493,0.6608282915903981,0.5607560084715978,0.7786778873377028,0.6914184208262754,0.5640801642484238,0.5469294014365441,0.663504759947497,,0.7318980095731286,0.6757760980557435,0.9816739355914984,0.39627086128619887,0.29722028061239636,0.3604715273224405,0.38473152074682504,0.544523919019859,0.3198305864255895,0.3864986485093107,0.540148305127279,0.8579047893954554,0.6767906908158449,0.7011957315578631,0.8359203957610297,0.6738645983254016,0.49790821361339827,0.41640578042106263,0.6432245647388551,0.9593820004068132,0.7392769378014806,0.6229476957457548,0.940433076507519,0.6641781522047627,0.5888105406578309,0.5086427220102627,0.6221114145741757,0.8065326035078522,0.5977046992215943,0.5782284570052263,0.7970176538390522,0.6697219669051131,0.47621096141842695,0.44226860188329103,0.6400605425299455,0.6515011429826971,0.559833805209853,0.5063766497712683,0.626206974178405
L1-dcache-load-misses_std,0.3541970933402235,0.35883615033127453,0.40520111238625023,0.25791649990227244,0.2870675921508202,0.3486353887109261,0.31073489497523366,0.2689416774222892,0.354197502560939,0.3588383530464529,0.4052069544382943,0.25791296937054936,0.2851971187947817,0.3316474138067164,0.2621100719085986,0.2704640448551088,0.5313748619536913,0.3551553544241502,0.49895412574939474,0.5209126059651052,0.5501720356873105,0.6690795969685707,0.6493724025135228,0.5239627403466681,0.6440114978959949,0.7890937061012009,0.7262107337812204,0.5775481548062301,0.5275721043347976,0.46200403019365516,0.4646897318178954,0.48556207089499576,0.48772328511157825,0.6938193571392168,0.6384601650648886,0.43945503970011346,0.3091418580378086,0.37867090325265185,0.3905102663344751,0.2643617200550982,0.5272012410138858,0.6266992142373945,0.4799483923077702,0.5139802865859903,0.40627061985811685,0.4015531787638761,0.4069313100915041,0.3693947486869569,0.36523520782024144,0.42989098767599504,0.35587033261380496,0.3337238963488102,0.49652171016176716,0.6442665291376617,0.5230010341299952,0.42801249980787354,0.5118980349612383,0.5751500743789715,0.5352210068707437,0.39095979463832214,0.7318980095731284,,0.8642095067917872,0.6589152710152326,0.3136904322784719,0.3833757079126339,0.3873953467821965,0.2679266065876169,0.41370272636756145,0.41003574441205776,0.40315894703651556,0.37032382941732434,0.6130098958432965,0.72489451324682,0.6703340415232742,0.49692340603688323,0.5675721030443911,0.6371705021506212,0.6007138575190857,0.51887150830687,0.6850064376584439,0.8820528349026299,0.7586492412089283,0.595127040278168,0.5052390156603835,0.5530289869237154,0.5197098669211881,0.45957405132358514,0.586977186275469,0.6023004664120876,0.5768658411706924,0.5724374137655459,0.5630860886071157,0.626174304820441,0.627191765133095,0.5227418075687283,0.4914228972147135,0.5332234454798588,0.5141851236431529,0.47589336696640344
L1-dcache-load-misses_max,0.3173431569870102,0.44293544868716966,0.4892016900662301,0.181174459750887,0.2548726419769622,0.3817773037564227,0.3610543436776742,0.21568920481542087,0.3173441187951296,0.44293847444344614,0.48920505937285036,0.18116657775347234,0.25110142521485485,0.369881156708137,0.3145733388528031,0.2141461070702441,0.5182504585246387,0.4561005189000271,0.5716638827487821,0.48702919887320123,0.541402358968912,0.5729102385308227,0.6646859071961437,0.5231593056931451,0.6142030921799065,0.6977539252204074,0.7459941513495438,0.5612203535553112,0.4872125802876597,0.5639604732031123,0.5458311944431864,0.4167490886866242,0.4817950662744708,0.6289860287433824,0.649701592202943,0.42347769552874553,0.30581917722135205,0.44230146281329863,0.43633532766620065,0.2372947674494673,0.5231776207883243,0.5838040727329711,0.525647088793595,0.4990477074608536,0.3851726323024974,0.42465684171219226,0.42568427547354815,0.33405985006333283,0.3400944633474451,0.47539916393808823,0.42042030794933943,0.2883642724224897,0.4913191540844463,0.5988066206335948,0.5456548735141116,0.41341103066633333,0.47455211457430546,0.49171106243085,0.4815404630463738,0.39823426929865713,0.6757760980557433,0.8642095067917872,,0.6053223446675767,0.30773125539583734,0.44214982053111057,0.4335708636481795,0.2410298587880015,0.3894897270689722,0.4271059724335995,0.4204826639554889,0.3345265102452232,0.5837553980833209,0.6410919930304996,0.6655093358654994,0.49318207129737207,0.5568712513001803,0.5613777484286653,0.598133136791679,0.5206492880771095,0.6581357519098152,0.8443379880357212,0.8905599640423418,0.5723791409499215,0.4793494951212036,0.48516321653096933,0.5331409383275755,0.4668269013407642,0.5457157610466337,0.48836701759642404,0.5688842508048851,0.5530661457780216,0.5462898268386078,0.5535149385275114,0.6425658321584021,0.5096325773493326,0.46319922924998724,0.4496977333725995,0.5209398934852878,0.47712552368626365
L1-dcache-load-misses_med,0.2885717701829833,0.161178694646187,0.2756525416731126,0.28055157243017526,0.3159006931600905,0.16647083047085826,0.20874291396309547,0.3318629926747345,0.28857173746569903,0.1611813395849948,0.27566066712088244,0.28055444984663325,0.31186992210235004,0.1589870141774556,0.16436357038526872,0.33076698396840365,0.6378404214157726,0.03125746755162891,0.4542789484727315,0.6465825562075783,0.6786668035257051,0.557013860898255,0.5496932205125269,0.65367142198586,0.8889315237350356,0.6801324673575978,0.6743626496038335,0.9049428557724597,0.623369364030707,0.21586177275552237,0.4021244520677454,0.6299518808810177,0.8153267017943465,0.7502035364726651,0.7350606056415592,0.7915856022176037,0.3841834055487793,0.28556610428443346,0.3496583188684302,0.3737054766982971,0.8497663331833177,0.7051011616991228,0.5772142724596364,0.8397961882751656,0.5203823149283517,0.3119622254647988,0.3847187623170644,0.5195702832778539,0.44836217625320635,0.32949403537587924,0.3096524303704145,0.44946333998878246,0.8253984936306606,0.6576631542731227,0.547466277682679,0.7906448059498173,0.6619570933229018,0.5148850426376536,0.5003189984591155,0.6633308410914857,0.9816739355914984,0.6589152710152326,0.6053223446675766,,0.38623342834630714,0.2859704192651297,0.3455873347070565,0.3777514964986137,0.5252812281137961,0.31081706136729825,0.37953062636380314,0.5259320801184445,0.8358977910863385,0.6348835457613925,0.6595733812794414,0.8444491250466337,0.6615571962391792,0.4427549591397179,0.3523606605455828,0.6448772990917391,0.9417326971728399,0.6840220218205021,0.5666847187472751,0.9494812496155486,0.6552363362885785,0.5651169599535127,0.48694779011237016,0.6199439060460259,0.7941312034800484,0.5650589697757368,0.5488444347355491,0.7944716763970491,0.6580803818237391,0.41715314303229234,0.37875256323008083,0.643541596777858,0.6446038728794633,0.5347434366471824,0.4881016052878228,0.6244109608870714
L1-dcache-loads_mean,0.4800201700468005,0.3141293366478651,0.407555122228623,0.42840271421206133,0.8898627349670648,0.6342786249610853,0.6721358731910687,0.8764732643863054,0.48002013060012627,0.3141300845890364,0.407545822358937,0.4284066154564856,0.8868169373880614,0.6327709634374606,0.6309408343775613,0.8732489608758351,0.7661397853051992,0.0254312218791744,0.5172525539061529,0.7527652392764684,0.480202601737582,0.402507130457233,0.3883053003688005,0.45337105602149536,0.4346259857408583,0.393989020490276,0.436059351898096,0.41018338043878944,0.7815514007771989,0.23141141969736448,0.48155758766412293,0.7567373585181871,0.20063904393464527,0.22592012151264235,0.27004873890219566,0.1781829527722407,0.9946165518740021,0.7224686845668378,0.794970543161607,0.9646486698195096,0.2740700380471272,0.27997956413051794,0.24937126102437887,0.25047072829294464,0.7376279156125821,0.5715534344687049,0.6163436612461382,0.6915266879289554,0.9441059345671813,0.626422720353827,0.6149208196090908,0.9194262125647675,0.20874670563617614,0.2212465444742396,0.2294068234383385,0.1755420580566794,0.4467148671110774,0.41065985295681773,0.4300490236295783,0.3976395345949494,0.39627086128619887,0.3136904322784719,0.30773125539583734,0.38623342834630714,,0.7258565440648325,0.7910444959413874,0.9651756074134401,0.7428268607833617,0.5730753804158873,0.6097682253341999,0.6942555822888362,0.42169772696146485,0.40203610039472726,0.44182710319156493,0.37080429341294013,0.4422565208802887,0.27408192436245016,0.2235812371364491,0.4400112688828869,0.3834771578355446,0.32970704232361187,0.31743394035983974,0.36385286403573197,0.4703722476820892,0.4335539470406725,0.3577799292564875,0.44139436975794133,0.4780271856207584,0.43108977906626056,0.3898682470247847,0.45715217869036856,0.45168580074930775,0.24610951104232176,0.24110593227020524,0.4452202520079297,0.4615343805052951,0.3999748847604383,0.32951859066972916,0.43616875505601493
